token,sentiment,polarity
decaying,-0.8,-1
decease,-0.3,-1
decedent,0,0
deceit,-0.6,-1
deceitful,-0.75,-1
deceitfulness,-0.6,-1
deceive,-0.5,-1
decelerate,-0.4,-1
deceleration,-0.2,-1
decency,0.4,1
decent,0.25,1
decentralize,-0.1,-1
deception,-0.75,-1
deceptive,-0.5,-1
deceptively,-0.4,-1
decimate,-0.4,-1
decisive,0.4,1
declarant,0,0
declare,0.15,1
decline,-0.6,-1
decliner,-0.45,-1
decontrol,-0.2,-1
decrease,-0.35,-1
decree,0,0
decrepit,-0.8,-1
decriminalize,0.5,1
dedicate,0.35,1
dedicated,0.3,1
dedication,0.5,1
deduction,-0.2,-1
deep,-0.2,-1
deepen,-0.2,-1
deface,-0.4,-1
defacement,-0.55,-1
defalcation,-0.75,-1
defamation,-0.65,-1
defamatory,-0.65,-1
defame,-0.55,-1
default,-0.3,-1
defaulted,-0.4,-1
defeasance,-0.3,-1
defeasances,-0.4,-1
defease,-0.25,-1
defeased,-0.3,-1
defeasement,-0.3,-1
defeasing,-0.35,-1
defeat,-0.75,-1
defect,-0.7,-1
defection,-0.4,-1
defective,-0.7,-1
defectively,-0.5,-1
defend,0,0
defendable,0.3,1
defendant,0,0
defensive,-0.3,-1
defer,-0.2,-1
deference,-0.25,-1
defiance,-0.4,-1
defiant,-0.35,-1
deficiency,-0.75,-1
deficient,-0.5,-1
deficit,-0.45,-1
define,0.25,1
definition,0,0
definitive,0.65,1
deflate,-0.45,-1
deflect,-0.3,-1
defraud,-0.45,-1
defray,0,0
deft,0.25,1
defunct,-0.65,-1
defuse,0.45,1
defy,-0.4,-1
degenerate,-0.4,-1
degradation,-0.5,-1
degrade,-0.5,-1
deindustrialization,-0.4,-1
delay,-0.3,-1
delegable,0,0
delete,-0.2,-1
deleterious,-0.6,-1
deliberate,0,0
deliberately,0,0
delicacy,0.1,1
delicate,0,0
delicious,0.5,1
delight,0.55,1
delighted,0.55,1
delightful,0.7,1
delightfully,0.6,1
delinquency,-0.575,-1
delinquent,-0.4,-1
delinquently,-0.45,-1
delist,-0.3,-1
deliver,0.3,1
delude,-0.55,-1
deluge,0.3,1
delusion,-0.6,-1
deluxe,0.5,1
demanding,0.05,1
demeaning,-0.6,-1
demise,-0.6,-1
democratic,0,0
democratize,-0.1,-1
demolish,-0.65,-1
demolition,-0.5,-1
demon,-0.1,-1
demonize,-0.5,-1
demonstrate,0.4,1
demoralize,-0.8,-1
demoralized,-0.7,-1
demote,-0.6,-1
demotion,-0.55,-1
demur,-0.3,-1
demurrer,-0.15,-1
demystify,0.1,1
denial,-0.5,-1
denigrate,-0.7,-1
denigration,-0.45,-1
denounce,-0.3,-1
dense,-0.4,-1
deny,-0.3,-1
depend,0,0
dependability,0.2,1
dependable,0.65,1
dependance,-0.2,-1
dependant,-0.05,-1
dependence,0,0
dependency,-0.25,-1
dependent,-0.05,-1
deplete,-0.5,-1
depleted,-0.75,-1
depletion,-0.65,-1
deplorable,-0.7,-1
deplore,-0.35,-1
deployment,0.1,1
depose,-0.45,-1
deposit,0.2,1
deposition,0,0
deprecation,-0.55,-1
depreciate,-0.45,-1
depress,-0.7,-1
depression,-0.75,-1
deprivation,-0.6,-1
deprive,-0.7,-1
depth,0,0
derail,-0.7,-1
deregulate,-0.35,-1
deregulated,-0.4,-1
deregulatory,-0.7,-1
derelict,-0.6,-1
dereliction,-0.5,-1
deride,-0.45,-1
derisory,-0.45,-1
derive,0,0
derogate,-0.35,-1
derogation,-0.5,-1
derogatory,-0.75,-1
descend,-0.4,-1
descent,-0.35,-1
deserted,-0.6,-1
deserve,0.4,1
design,0,0
designator,0,0
desirable,0.65,1
desire,0.325,1
desist,-0.35,-1
despair,-0.55,-1
desperate,-0.6,-1
desperation,-0.5,-1
despicable,-0.55,-1
despise,-0.55,-1
despite,-0.1,-1
destabilization,-0.8,-1
destabilize,-0.55,-1
destine,0,0
destitute,-0.5,-1
destroy,-0.65,-1
destruction,-0.9,-1
destructive,-0.6,-1
desultory,-0.25,-1
detail,0,0
detain,-0.45,-1
detainer,-0.25,-1
detention,-0.6,-1
deter,-0.4,-1
deteriorate,-0.75,-1
deterioration,-0.65,-1
determinant,0.3,1
determination,0.75,1
determine,0,0
deterrence,-0.3,-1
deterrences,-0.25,-1
deterrent,-0.4,-1
detest,-0.3,-1
detract,-0.3,-1
detractor,-0.25,-1
detriment,-0.6,-1
detrimental,-0.55,-1
detrimentally,-0.55,-1
detritus,-0.3,-1
devaluation,-0.6,-1
devalue,-0.4,-1
devastate,-0.9,-1
devastation,-0.85,-1
develop,0.3,1
deviate,-0.15,-1
deviation,-0.4,-1
devil,-0.8,-1
devious,-0.6,-1
devise,0.1,1
devisee,0,0
devoid,-0.3,-1
devolve,-0.4,-1
devote,0.5,1
dialog,0.25,1
diamond,0.55,1
dicey,-0.3,-1
dictate,0,0
die,-0.95,-1
diet,0,0
differ,-0.1,-1
difference,0.2,1
different,0,0
differentiate,0.5,1
difficult,-0.5,-1
difficultly,-0.4,-1
difficulty,-0.4,-1
diffidence,-0.4,-1
dig,0,0
digit,0,0
digital,0,0
dignified,0.6,1
dignity,0.6,1
dilapidated,-0.75,-1
dilemma,-0.3,-1
diligence,0.75,1
diligent,0.5,1
diligently,0.45,1
dilute,-0.3,-1
diluted,-0.35,-1
dilution,-0.3,-1
dim,-0.25,-1
diminish,-0.4,-1
diminution,-0.4,-1
diminutive,-0.3,-1
dingy,-0.4,-1
dint,-0.35,-1
dip,-0.35,-1
dire,-0.3,-1
direct,0,0
direction,0,0
directional,0.35,1
directive,0.05,1
dirt,-0.55,-1
dirty,-0.8,-1
disadvantage,-0.45,-1
disadvantageous,-0.6,-1
disaffected,-0.4,-1
disaffiliation,-0.55,-1
disaffirm,-0.35,-1
disaffirmance,-0.5,-1
disaffirmed,-0.4,-1
disaffirms,-0.35,-1
disagree,-0.3,-1
disagreeable,-0.4,-1
disagreement,-0.5,-1
disallow,-0.5,-1
disallowance,-0.4,-1
disappear,-0.3,-1
disappearance,-0.35,-1
disappoint,-0.55,-1
disappointingly,-0.45,-1
disappointment,-0.6,-1
disapproval,-0.4,-1
disapprove,-0.45,-1
disarray,-0.65,-1
disassociate,-0.45,-1
disassociation,-0.45,-1
disaster,-0.9,-1
disastrous,-0.7,-1
disastrously,-0.85,-1
disavow,-0.45,-1
disavowal,-0.4,-1
disbelief,-0.5,-1
disbursement,0.2,1
discard,-0.3,-1
discern,0.1,1
discernible,0.1,1
discharge,-0.3,-1
disciplinary,-0.3,-1
disciplined,0.15,1
disclaim,-0.35,-1
disclaimer,0,0
disclose,-0.1,-1
disclosure,0,0
discomfort,-0.5,-1
discontent,-0.45,-1
discontented,-0.5,-1
discontinuance,-0.5,-1
discontinuation,-0.4,-1
discontinue,-0.4,-1
discontinued,-0.6,-1
discourage,-0.3,-1
discredit,-0.4,-1
discredited,-0.5,-1
discreet,0.1,1
discrepancy,-0.55,-1
discrete,0,0
discretion,0,0
discriminate,-0.8,-1
discrimination,-0.7,-1
discriminatory,-0.7,-1
discuss,0.25,1
disdain,-0.5,-1
disease,-0.65,-1
disenchanted,-0.3,-1
disenfranchise,-0.4,-1
disfavored,-0.65,-1
disfavoring,-0.45,-1
disfavors,-0.45,-1
disgorge,-0.25,-1
disgrace,-0.7,-1
disgraced,-0.55,-1
disgraceful,-0.5,-1
disgracefully,-0.7,-1
disgruntle,-0.6,-1
disgruntled,-0.8,-1
disguise,-0.4,-1
disgust,-0.55,-1
disgusting,-0.6,-1
dishonest,-0.45,-1
dishonestly,-0.75,-1
dishonesty,-0.75,-1
dishonor,-0.55,-1
dishonorable,-0.75,-1
dishonorably,-0.7,-1
disillusioned,-0.55,-1
disincentive,-0.35,-1
disinflationary,-0.5,-1
disingenuous,-0.6,-1
disintegrate,-0.6,-1
disinterested,-0.35,-1
disinterestedly,-0.4,-1
disinterestedness,-0.3,-1
disinvest,-0.45,-1
disinvestment,-0.45,-1
disjointed,-0.3,-1
dislike,-0.45,-1
disloyal,-0.65,-1
disloyally,-0.45,-1
disloyalty,-0.6,-1
dismal,-0.4,-1
dismally,-0.7,-1
dismantle,-0.45,-1
dismantling,-0.4,-1
dismay,-0.4,-1
dismayed,-0.35,-1
dismember,-0.65,-1
dismiss,-0.3,-1
dismissal,-0.4,-1
dismissive,-0.5,-1
disorderly,-0.5,-1
disorganized,-0.6,-1
disparage,-0.4,-1
disparagement,-0.5,-1
disparagingly,-0.4,-1
disparate,-0.25,-1
disparity,-0.55,-1
dispel,-0.2,-1
dispensation,0,0
dispense,0.1,1
disperse,0.05,1
dispiriting,-0.4,-1
displace,-0.45,-1
displacement,-0.5,-1
displease,-0.6,-1
displeasure,-0.4,-1
disposal,-0.4,-1
dispose,-0.25,-1
dispositive,-0.2,-1
dispossess,-0.7,-1
dispossession,-0.6,-1
disproportion,-0.55,-1
disproportional,-0.5,-1
disproportionate,-0.4,-1
disproportionately,-0.45,-1
disprove,-0.25,-1
dispute,-0.3,-1
disputed,-0.2,-1
disqualification,-0.6,-1
disqualify,-0.4,-1
disregard,-0.3,-1
disrepair,-0.5,-1
disreputable,-0.45,-1
disrepute,-0.4,-1
disrupt,-0.6,-1
disruption,-0.6,-1
disruptive,-0.4,-1
dissatisfaction,-0.55,-1
dissatisfied,-0.5,-1
dissatisfy,-0.45,-1
dissect,0,0
dissent,-0.3,-1
dissenter,-0.25,-1
disservice,-0.55,-1
dissident,-0.15,-1
dissimilar,-0.05,-1
dissipate,-0.15,-1
dissolution,-0.4,-1
dissolve,-0.3,-1
dissuade,-0.25,-1
distance,0,0
distasteful,-0.5,-1
distinct,0.2,1
distinction,0,0
distinctive,0,0
distinctively,0,0
distinctiveness,0,0
distinguishable,0.4,1
distinguished,0.4,1
distort,-0.5,-1
distortion,-0.5,-1
distract,-0.4,-1
distracted,-0.35,-1
distraction,-0.3,-1
distraint,-0.45,-1
distraught,-0.65,-1
distress,-0.5,-1
distressing,-0.8,-1
distributable,0.2,1
distribute,0.55,1
distributive,0.1,1
distrust,-0.55,-1
disturb,-0.4,-1
disturbance,-0.4,-1
ditch,-0.35,-1
dither,-0.25,-1
dive,-0.3,-1
diverge,0,0
divergent,0,0
diverse,0.3,1
diversification,0.5,1
diversified,0.4,1
diversify,0.35,1
diversion,-0.1,-1
diversity,-0.1,-1
divert,-0.075,-1
divest,-0.3,-1
divestiture,-0.05,-1
divestment,-0.25,-1
divide,-0.05,-1
dividend,0,0
diving,0,0
division,0,0
divorce,-0.45,-1
divulge,-0.15,-1
dizzy,-0.25,-1
dizzying,-0.35,-1
do,0,0
docile,0,0
docket,0,0
dodge,0,0
dodgy,-0.45,-1
dogged,-0.45,-1
doldrum,-0.35,-1
doldrums,-0.5,-1
dole,0.35,1
domain,0.15,1
dominance,0.2,1
dominant,0.35,1
dominate,0.3,1
domination,-0.15,-1
donate,0.45,1
donation,0.55,1
donee,0,0
donor,0.6,1
doomed,-0.65,-1
dormant,-0.15,-1
double,0.65,1
doubt,-0.25,-1
doubtful,-0.3,-1
dour,-0.25,-1
douse,-0.05,-1
dowdy,-0.4,-1
downbeat,-0.35,-1
downdraft,-0.4,-1
downfall,-0.6,-1
downgrade,-0.65,-1
downgrading,-0.55,-1
downmarket,-0.45,-1
downplay,-0.4,-1
downside,-0.45,-1
downsize,-0.4,-1
downtime,-0.3,-1
downtrend,-0.45,-1
downtrodden,-0.6,-1
downturn,-0.3,-1
downward,-0.4,-1
downwards,-0.5,-1
dowry,-0.1,-1
drab,-0.2,-1
draconian,-0.45,-1
drag,-0.3,-1
drain,-0.4,-1
dramatic,-0.3,-1
dramatize,-0.5,-1
drastic,-0.35,-1
drastically,-0.15,-1
draw,0,0
drawback,-0.4,-1
dread,-0.65,-1
dreaded,-0.5,-1
dreadful,-0.5,-1
dream,0.5,1
dreary,-0.4,-1
drench,-0.4,-1
dribble,-0.35,-1
drift,0,0
drill,-0.2,-1
drink,0,0
drinking,0,0
drool,-0.25,-1
droop,-0.4,-1
drop,-0.4,-1
dropping,-0.7,-1
drought,-0.65,-1
drown,-0.85,-1
drubbing,-0.5,-1
drug,0,0
dry,-0.3,-1
dub,0,0
dubious,-0.4,-1
dud,-0.65,-1
due,0,0
dull,-0.45,-1
duly,0,0
dumb,-0.75,-1
dummy,-0.45,-1
dump,-0.45,-1
dupe,-0.7,-1
duress,-0.4,-1
dust,-0.35,-1
dusty,-0.3,-1
dwindle,-0.5,-1
dynamism,0.5,1
dynasty,0,0
dysfunction,-0.5,-1
dysfunctional,-0.55,-1
eager,0.6,1
eagerness,0.3,1
earmark,0,0
earnest,0.4,1
earthquake,-0.5,-1
ease,0.325,1
easement,0.25,1
easily,0.6,1
east,0,0
easy,0.65,1
ebb,-0.15,-1
ebullient,0.7,1
eccentric,-0.15,-1
eclectic,0.4,1
eclipse,0,0
economist,0,0
ecstatic,0.65,1
edge,0,0
edginess,-0.1,-1
edgy,-0.25,-1
edit,-0.1,-1
educated,0.75,1
educational,0.45,1
eerie,-0.5,-1
effect,0,0
effective,0.6,1
effectiveness,0.5,1
effervescent,0.75,1
efficacy,0.5,1
efficiency,0.55,1
efficient,0.7,1
efficiently,0.75,1
effort,0.45,1
effortless,0.8,1
egalitarian,0.5,1
egregious,-0.8,-1
egregiously,-0.7,-1
ejectment,-0.35,-1
electrical,0,0
electrify,0.6,1
electronic,0,0
elegant,0.6,1
elementary,0,0
elevate,0.45,1
elevated,0.5,1
elevation,0.4,1
elicit,0.1,1
eliminate,-0.45,-1
elitist,0,0
elude,0.15,1
elusive,-0.3,-1
emasculate,-0.65,-1
embargo,-0.6,-1
embark,0.25,1
embarrass,-0.25,-1
embarrassment,-0.4,-1
embattled,-0.65,-1
embezzle,-0.8,-1
embezzlement,-0.65,-1
embezzler,-0.7,-1
emblematic,0.4,1
embolden,0.25,1
embrace,0.55,1
embroil,-0.65,-1
emerge,0.3,1
emergence,0.4,1
emerging,0.3,1
emigrate,0,0
eminent,0.2,1
emit,0,0
emotion,0,0
emotional,-0.25,-1
emotive,-0.05,-1
emphasize,0.4,1
emphatic,0.35,1
employ,0.4,1
employable,0.55,1
empower,0.75,1
empt,-0.4,-1
emptive,0,0
enable,0.25,1
enchanting,0.7,1
encompass,0.05,1
encourage,0.45,1
encouragement,0.65,1
encroach,-0.3,-1
encroachment,-0.45,-1
encrust,0,0
encumber,-0.45,-1
encumbrance,-0.4,-1
encumbrancer,-0.3,-1
encumbrancers,-0.55,-1
endanger,-0.8,-1
endangerment,-0.7,-1
endeavor,0.35,1
endemic,-0.5,-1
endless,0,0
endorse,0.5,1
endorsee,0,0
endorsement,0.7,1
endow,0.25,1
endowment,0.5,1
endure,0.35,1
enduring,0.65,1
enemy,-0.6,-1
energetic,0.75,1
energize,0.6,1
enfeebled,-0.6,-1
enforce,-0.3,-1
enforceability,-0.2,-1
enforceable,0,0
enforcement,0,0
engage,0.25,1
engaging,0,0
engender,0.4,1
engine,0,0
engineer,0,0
english,0,0
engrossing,0,0
engulf,-0.35,-1
enhance,0.5,1
enhancement,0.65,1
enjoin,0,0
enjoy,0.5,1
enjoyable,0.55,1
enjoyably,0.65,1
enjoyment,0.5,1
enlarge,0.5,1
enlarged,0.2,1
enlighten,0.5,1
enliven,0.7,1
enmesh,-0.35,-1
enormous,0.85,1
enough,0,0
enrage,-0.5,-1
enrich,0.5,1
enriched,0.55,1
ensconce,0.6,1
enshrine,0.6,1
ensnare,-0.1,-1
ensure,0.2,1
entail,0,0
entangle,-0.5,-1
entangled,-0.2,-1
enterprise,0.3,1
entertain,0.35,1
entertaining,0.6,1
entertainment,0.45,1
enthuse,0.4,1
enthusiasm,0.6,1
enthusiast,0.35,1
enthusiastic,0.8,1
enthusiastically,0.65,1
entice,0.65,1
enticement,0.6,1
enticing,0.45,1
entrant,0.25,1
entrench,0.25,1
entrust,0.45,1
entry,0,0
enviable,0.1,1
envious,-0.3,-1
envision,0.4,1
envy,-0.4,-1
ephemeral,-0.25,-1
epic,0.75,1
epidemic,-1,-1
episodic,0,0
equal,0.35,1
equality,0.6,1
equalize,0.45,1
equate,0.1,1
equilibrium,0.25,1
equip,0.45,1
equipment,0,0
equitable,0.3,1
equivalent,0.1,1
era,0,0
eradicate,-0.45,-1
erect,0.7,1
erode,-0.4,-1
erosion,-0.4,-1
erratic,-0.45,-1
erratically,-0.45,-1
erroneous,-0.55,-1
erroneously,-0.55,-1
error,-0.35,-1
eruption,-0.45,-1
escalate,0.25,1
escalation,0.3,1
escape,0,0
escheat,-0.1,-1
escheated,-0.3,-1
eschew,-0.35,-1
escrow,0,0
escrowed,0,0
escrowing,0,0
escrows,-0.05,-1
esoteric,0,0
essence,0.5,1
essential,0.35,1
establish,0.35,1
established,0.55,1
esteem,0.45,1
esteemed,0.45,1
esthetic,0.05,1
estimate,0.05,1
estoppel,-0.05,-1
eternal,0.1,1
ethanol,0,0
ethic,0.7,1
ethical,0.6,1
eu,0,0
euphoria,0.55,1
euphoric,0.3,1
euro,0,0
european,0,0
evacuate,-0.3,-1
evacuee,0,0
evade,-0.3,-1
evaluate,0.1,1
evaporate,-0.35,-1
evasion,-0.4,-1
evasive,-0.4,-1
event,0,0
evergreen,0.55,1
evict,-0.65,-1
eviction,-0.65,-1
evil,-0.8,-1
evoke,0,0
evolution,0.25,1
evolutionary,0.4,1
exacerbate,-0.5,-1
exacting,0,0
exaggerate,-0.2,-1
exaggeration,-0.15,-1
exalt,0.35,1
exalted,0.5,1
examinership,0.2,1
exasperated,-0.65,-1
exceed,0.5,1
exceedance,0.4,1
exceedence,0.2,1
excel,0.75,1
excellence,0.65,1
excellent,0.85,1
exceptional,0.9,1
exceptionally,0.8,1
excerpt,0,0
excess,-0.05,-1
excessive,-0.3,-1
excessively,-0.1,-1
exchequer,0,0
excise,0.05,1
excite,0.65,1
excitement,0.55,1
exciting,0.75,1
exclude,-0.35,-1
exclusion,-0.4,-1
exclusive,0.2,1
exclusively,0,0
exclusiveness,0,0
exclusivity,0.2,1
excruciating,-0.7,-1
exculpate,0.3,1
exculpation,0,0
exculpatory,0,0
execute,0.2,1
execution,0,0
executor,0,0
executory,0,0
executrix,-0.1,-1
executrixes,-0.4,-1
exemplary,0.6,1
exempt,-0.1,-1
exhaust,-0.4,-1
exhausted,-0.45,-1
exhausting,-0.5,-1
exhaustion,-0.45,-1
exhaustive,-0.25,-1
exhilarating,0.35,1
exhort,-0.15,-1
exhume,-0.15,-1
exile,-0.6,-1
exonerate,0.5,1
exoneration,0.2,1
exorbitant,-0.2,-1
exorcize,-0.05,-1
exotic,0.05,1
expand,0.35,1
expansion,0.75,1
expansionary,0.6,1
expansionist,0.2,1
expansive,0.45,1
expedient,-0.25,-1
expedite,0.3,1
expel,-0.4,-1
expendable,0.1,1
experience,0.3,1
experienced,0.3,1
expert,0.55,1
expiry,-0.25,-1
explain,0,0
explode,0.45,1
exploit,-0.7,-1
exploitable,-0.6,-1
exploitation,-0.75,-1
exploitative,-0.5,-1
explosion,-0.6,-1
explosive,0.05,1
exporter,0,0
expose,-0.2,-1
exposure,0.2,1
express,0.3,1
expressive,0.4,1
expropriate,-0.4,-1
expropriation,-0.65,-1
expulsion,-0.4,-1
extend,0.35,1
extensive,0.4,1
extent,0.15,1
extenuate,-0.05,-1
exterminating,-0.4,-1
extinction,-0.8,-1
extinguish,-0.4,-1
extol,0.55,1
extort,-0.5,-1
extortion,-0.8,-1
extortionate,-0.55,-1
extractive,0.25,1
extrajudicial,-0.5,-1
extraordinary,0.75,1
extrapolate,0,0
extravagance,0.6,1
extravagant,0.6,1
extreme,-0.05,-1
extremism,-0.5,-1
extremist,-0.1,-1
extricate,0.3,1
exuberance,0.65,1
exuberant,0.55,1
exude,0.3,1
eyed,0,0
eyesore,-0.6,-1
fabled,-0.15,-1
fabulous,0.8,1
face,0,0
facie,0,0
facility,0,0
fact,0,0
facto,0,0
fad,-0.1,-1
fail,-0.8,-1
failed,-0.75,-1
failure,-0.7,-1
fairness,0.55,1
faith,0.75,1
faithful,0.7,1
fake,-0.5,-1
faller,-0.25,-1
falloff,-0.4,-1
fallout,-0.6,-1
falsely,-0.5,-1
falsification,-0.6,-1
falsify,-0.55,-1
falsity,-0.5,-1
falter,-0.5,-1
faltering,-0.45,-1
fame,0.65,1
famed,0.35,1
famous,0.6,1
fan,0.3,1
fanciful,0.5,1
fancy,0.6,1
fantastic,0.9,1
fantasy,0.25,1
far,-0.1,-1
farce,-0.4,-1
farcical,-0.4,-1
fare,0.45,1
fascinating,0.65,1
fascination,0.75,1
fashion,0.15,1
fashionable,0.65,1
fashioned,0.4,1
faster,0.2,1
fastest,0.6,1
fastgrowing,0.75,1
fastidious,0.4,1
fat,-0.05,-1
fatal,-0.8,-1
fatality,-0.8,-1
fatally,-0.9,-1
fate,0.2,1
fated,0.2,1
fateful,0.45,1
fatigue,-0.4,-1
fatten,0.3,1
fault,-0.4,-1
faulty,-0.4,-1
favor,0.375,1
favorable,0.5,1
favorably,0.7,1
favored,0.65,1
favorite,0.6,1
favoritism,0,0
faze,-0.15,-1
fear,-0.55,-1
fearful,-0.8,-1
fearlessness,0.55,1
feasibility,0.35,1
feasible,0.35,1
feast,0.55,1
feat,0.45,1
febrile,-0.2,-1
feckless,-0.75,-1
feel,0,0
feelgood,0.5,1
feeling,0,0
feisty,-0.1,-1
felonious,-0.65,-1
felony,-0.7,-1
fend,0.5,1
ferment,0.2,1
ferocious,-0.4,-1
ferocity,0,0
fertile,0.4,1
fervent,0.15,1
fervor,-0.05,-1
fester,-0.55,-1
festoon,0,0
fete,0.15,1
feud,-0.45,-1
fever,-0.45,-1
fevered,-0.4,-1
feverish,-0.35,-1
fiasco,-0.55,-1
fickle,-0.3,-1
fictional,-0.2,-1
fictitious,-0.15,-1
fiddly,-0.35,-1
fide,0,0
fiduciary,0.4,1
field,0,0
fierce,-0.25,-1
fight,-0.2,-1
fighter,0.35,1
fighting,-0.5,-1
figure,0,0
fillip,0.05,1
filthy,-0.6,-1
fin,0,0
final,0,0
finale,0.35,1
financing,0.4,1
find,0,0
fine,0.4,1
finesse,0.4,1
finished,0,0
finishing,0,0
fire,-0.05,-1
firepower,0.3,1
firing,-0.8,-1
first,0,0
fishy,-0.6,-1
fisted,-0.15,-1
fit,0,0
fitful,-0.25,-1
fixing,0.6,1
fizzle,-0.3,-1
flabby,-0.45,-1
flag,-0.25,-1
flagging,-0.15,-1
flagrant,-0.2,-1
flailing,-0.35,-1
flair,0.2,1
flaky,-0.5,-1
flamboyant,-0.15,-1
flame,-0.45,-1
flare,0.4,1
flash,0.05,1
flashy,0.4,1
flat,0,0
flatline,-0.55,-1
flatten,-0.2,-1
flatter,0.5,1
flattering,0.65,1
flattish,-0.3,-1
flavor,0.4,1
flaw,-0.3,-1
flawless,0.85,1
fledgling,-0.05,-1
flee,-0.55,-1
fleece,-0.15,-1
flex,0.25,1
flexibility,0.55,1
flexible,0.45,1
flick,0,0
flicker,0,0
flight,0,0
flimsy,-0.4,-1
flinch,-0.4,-1
flip,0,0
flirt,0.05,1
flit,0,0
flood,-0.45,-1
flooded,-0.25,-1
floored,-0.2,-1
flop,-0.3,-1
flourish,0.7,1
flout,-0.4,-1
fluctuation,-0.35,-1
fluffy,0.3,1
flung,0,0
flunk,-0.5,-1
flush,-0.25,-1
fob,-0.05,-1
focal,0.05,1
foe,-0.4,-1
fog,-0.25,-1
foist,-0.45,-1
fold,-0.3,-1
folksy,-0.1,-1
follow,0,0
folly,-0.7,-1
foment,-0.15,-1
fond,0.4,1
fondness,0.45,1
food,0,0
fool,-0.75,-1
foolhardy,-0.5,-1
foolish,-0.3,-1
footed,0.1,1
foothold,0.2,1
footloose,0,0
foray,-0.1,-1
forbear,0,0
forbearance,-0.2,-1
forbearances,-0.25,-1
forbid,-0.4,-1
force,0,0
forceful,-0.5,-1
forebear,0,0
forebearance,-0.2,-1
forecast,0,0
foreclose,-0.7,-1
foreclosed,-0.9,-1
foreclosure,-0.45,-1
forefront,0.55,1
forego,0,0
foreground,0.1,1
foremost,0.3,1
foresee,0.6,1
foreseeable,0.2,1
foreshadow,0.55,1
foresight,0.15,1
forestall,0,0
foretell,0,0
forfeit,-0.45,-1
forfeitable,-0.3,-1
forfeiture,-0.3,-1
forge,0,0
forger,-0.4,-1
forgery,-0.6,-1
forgive,0.7,1
forgiveness,0.45,1
forgiving,0.6,1
forgo,-0.15,-1
form,0,0
formidable,0.2,1
formulaic,0,0
forsake,-0.3,-1
forswear,-0.2,-1
forthwith,0,0
fortified,0.7,1
fortify,0.4,1
fortress,0.35,1
fortunate,0.7,1
fortune,0.5,1
fossilized,-0.05,-1
foster,0.35,1
foul,-0.4,-1
foundry,0,0
fraction,0,0
fractious,-0.25,-1
fracture,-0.45,-1
fractured,-0.5,-1
fracturing,-0.5,-1
fragile,-0.6,-1
fragility,-0.3,-1
fragment,-0.25,-1
fragmentary,-0.2,-1
fragmentation,-0.45,-1
frail,-0.65,-1
framework,0,0
frantic,-0.35,-1
fraud,-0.65,-1
fraudulence,-0.6,-1
fraudulent,-0.8,-1
fraudulently,-0.7,-1
fraught,-0.5,-1
freefall,0,0
freehold,0.15,1
freer,0.15,1
freeze,-0.2,-1
freezing,-0.5,-1
french,0,0
frenetic,-0.2,-1
frenzied,-0.25,-1
frenzy,-0.35,-1
fresh,0.15,1
fret,-0.35,-1
friction,-0.35,-1
frictionless,0.35,1
friend,0.65,1
friendless,-0.55,-1
friendly,0.5,1
friendship,0.95,1
fright,-0.4,-1
frighten,-0.45,-1
frightening,-0.7,-1
frill,-0.2,-1
frisky,-0.3,-1
frivolous,-0.3,-1
frivolously,-0.35,-1
frontline,0.5,1
frontrunner,0.55,1
frothy,-0.05,-1
frown,-0.4,-1
frugal,0,0
frugality,-0.35,-1
fruitful,0.75,1
fruitless,-0.65,-1
frustrate,-0.45,-1
frustratingly,-0.45,-1
frustration,-0.5,-1
fudge,-0.4,-1
fuelled,0.35,1
fugitive,-0.65,-1
fulfill,0.45,1
fumble,-0.7,-1
fun,0.7,1
funding,0.65,1
fundraising,0.6,1
fungible,-0.15,-1
funk,-0.25,-1
funky,-0.05,-1
funny,0.4,1
furious,-0.2,-1
furnishing,0.3,1
furtherance,0,0
fury,-0.45,-1
fuse,0.05,1
fuss,-0.2,-1
fussy,-0.35,-1
fusty,-0.2,-1
futile,-0.35,-1
future,0,0
fuzzy,-0.3,-1
gain,0.5,1
gainful,0.45,1
gallop,0,0
galvanize,0.2,1
gambling,-0.3,-1
game,0,0
gargantuan,0.6,1
gasp,-0.3,-1
gauge,0,0
gazing,0.4,1
gem,0.3,1
general,0,0
generation,0,0
generative,0.6,1
generosity,0.7,1
generous,0.6,1
genius,0.7,1
genteel,0.5,1
gentle,0.5,1
gentlemanly,0.7,1
gentrification,0.15,1
genuine,0.7,1
get,0,0
ghastly,-0.65,-1
giant,0.4,1
giddy,0.3,1
gift,0.9,1
gifted,0.7,1
gigantic,0.5,1
gilt,0,0
gird,0,0
giveaway,0.4,1
giveback,0.25,1
glacial,-0.25,-1
glad,0.65,1
glamor,0.5,1
glamorous,0.6,1
glaring,-0.3,-1
gleam,0.65,1
glean,0.3,1
glimmer,0.45,1
glisten,0.6,1
glitch,-0.3,-1
glitter,0.35,1
glitzy,0.3,1
globalized,0.35,1
gloom,-0.55,-1
gloomy,-0.4,-1
glorified,0.65,1
glory,0.75,1
gloss,-0.1,-1
glossy,0.5,1
glow,0.55,1
glue,0.1,1
glut,-0.15,-1
glutted,-0.45,-1
go,0,0
goal,0.7,1
gobble,-0.05,-1
godsend,0.95,1
golden,0.55,1
goldmine,0.9,1
good,0.5,1
goodwill,0.5,1
goofy,-0.15,-1
gouge,-0.6,-1
grab,0,0
grace,0.3,1
graceful,0.65,1
